total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,Year,city_name
64405,8.2,3.2,52910,44900,88485,22.1,14.7,44219,72614,5755.0,17928,44266,17647,14.4,2016,"Sunbury, PA"
439004,8.8,2.7,388822,324091,627154,19.9,14.7,320828,507429,7049.0,136794,306326,101538,14.4,2016,"Syracuse, NY"
61052,11.5,2.2,51661,36852,85881,17.3,16.0,43887,69498,5785.0,18427,41994,15793,16.9,2016,"Talladega, AL"
223655,7.1,5.4,239411,190414,358857,17.0,18.3,185149,293991,7933.0,72134,173708,47312,20.9,2016,"Tallahassee, FL"
2158698,9.7,4.0,1809612,1468670,2985221,19.8,14.2,1540805,2455232,6726.0,602085,1444416,573524,13.8,2016,"Tampa, FL"
107429,8.5,5.0,96211,77488,157547,19.5,15.5,80183,127562,6771.0,34199,77364,27137,16.0,2016,"Terre Haute, IN"
95068,7.7,3.1,84109,63381,142098,34.8,20.6,72913,110670,6983.0,34971,69185,23018,18.2,2016,"Texarkana, TX"
100461,7.0,3.2,36593,26877,114285,18.0,9.9,61453,107200,5035.0,8220,52832,69472,13.8,2016,"The Villages, FL"
396098,9.3,5.4,363526,306315,587426,23.8,17.5,300335,469835,6362.0,133698,287091,90202,17.3,2016,"Toledo, OH"
155333,7.0,5.4,133633,117646,227194,10.7,9.5,115694,179521,6117.0,54146,111500,39415,9.8,2016,"Topeka, KS"
133679,4.9,1.4,111509,103854,180678,7.8,6.8,90912,151932,7296.0,33794,89766,35375,7.1,2016,"Torrington, CT"
106730,6.8,2.6,85916,73435,145674,15.5,10.8,74972,120190,6741.0,28972,70702,30786,10.6,2016,"Traverse City, MI"
244774,6.9,1.8,224815,188388,354404,15.1,11.1,181574,285591,6322.0,78288,172830,51301,10.7,2016,"Trenton, NJ"
75063,7.2,3.7,55335,43503,98059,8.3,10.7,48317,83158,8441.0,17426,49742,25298,13.1,2016,"Truckee, CA"
663793,8.6,3.4,582116,471112,987885,27.2,18.4,507800,797679,6806.0,214237,480085,191532,18.3,2016,"Tucson, AZ"
69674,9.1,1.4,58552,46463,99746,17.5,12.2,51294,80589,5688.0,22322,48452,18872,11.1,2016,"Tullahoma, TN"
647940,8.1,4.5,588272,488692,971666,22.7,15.1,496588,756468,6967.0,241912,475078,141482,13.6,2016,"Tulsa, OK"
92473,17.5,3.1,83678,64693,137297,24.5,19.5,70403,107458,6421.0,34110,66894,19509,18.0,2016,"Tupelo, MS"
147661,7.3,8.6,146612,113612,226919,24.0,18.8,118349,182485,6938.0,49491,108570,30816,19.4,2016,"Tuscaloosa, AL"
66603,7.2,2.3,59500,50847,105414,22.4,16.1,52588,78579,5869.0,30016,52826,15898,15.3,2016,"Twin Falls, ID"
145393,11.1,6.3,130458,103861,220744,21.5,16.2,114829,171349,7739.0,55431,105915,34855,15.3,2016,"Tyler, TX"
61320,7.9,9.8,50132,41266,86359,27.4,19.5,44096,69658,5650.0,19009,42263,17218,20.6,2016,"Ukiah, CA"
673291,8.9,1.9,591858,496714,960055,9.6,8.5,480083,774622,6948.0,207279,479972,160918,8.0,2016,"Urban Honolulu, HI"
196079,8.2,2.8,169252,135646,280493,28.1,16.4,142948,227262,6838.0,60085,137545,51156,14.7,2016,"Utica, NY"
85090,17.8,5.2,87552,61286,139874,30.9,22.6,73265,108577,7867.0,34719,66609,17603,20.3,2016,"Valdosta, GA"
292796,8.1,3.3,269270,219303,428932,18.9,11.6,219562,343683,6900.0,96595,209370,63067,9.8,2016,"Vallejo, CA"
64973,8.1,7.3,58558,50686,98931,19.0,13.6,50767,76845,5734.0,24569,48164,15804,12.7,2016,"Victoria, TX"
93146,11.1,6.0,83366,65059,141057,25.5,19.2,73389,108600,5826.0,36288,67668,21403,18.5,2016,"Vineland, NJ"
1125920,6.1,4.0,1043203,849315,1655607,17.5,11.4,855354,1320207,7223.0,377959,800253,234445,10.4,2016,"Virginia Beach, VA"
266615,14.2,4.8,264176,189956,453738,33.9,25.2,228269,329950,7943.0,140664,225469,48898,22.6,2016,"Visalia, CA"
156146,8.9,5.0,153577,124602,253696,26.2,19.4,130366,196384,8287.0,64512,123330,35607,19.1,2016,"Waco, TX"
40402,8.0,4.1,34703,29423,58770,11.8,12.1,29898,46813,6502.0,13060,28872,11007,13.5,2016,"Walla Walla, WA"
122945,13.7,3.4,114294,90713,183790,24.3,18.7,94583,144483,7027.0,45077,89207,24419,17.5,2016,"Warner Robins, GA"
52254,6.4,3.3,46353,39358,77254,17.8,11.3,39134,60859,7010.0,18668,38120,12233,9.9,2016,"Warsaw, IN"
4131434,8.1,2.1,3893784,3415526,6025231,10.3,8.4,3083369,4779929,7463.0,1399932,2941862,731515,7.8,2016,"Washington, DC"
107176,7.4,9.6,98867,90018,162365,18.0,14.6,80952,130091,6214.0,36221,81413,27277,15.3,2016,"Waterloo, IA"
57245,10.4,3.4,50097,45351,81430,11.0,9.8,40749,65508,5591.0,18159,40681,13174,9.3,2016,"Watertown, WI"
69264,7.2,3.5,65127,47890,106771,23.1,16.0,54154,82173,7191.0,27069,52617,14575,15.0,2016,"Watertown, NY"
92368,8.4,1.0,81051,73521,133545,17.3,11.2,67036,107146,6993.0,30149,66509,22345,9.7,2016,"Wausau, WI"
85700,8.8,2.9,70254,53021,117328,19.9,13.4,59552,97497,6912.0,22770,57776,24304,13.0,2016,"Weirton, WV"
77894,9.4,1.2,66953,55763,116370,10.5,9.6,58195,90227,7897.0,28762,58175,20655,9.2,2016,"Wenatchee, WA"
99067,8.1,4.8,81456,65654,135649,25.2,17.3,68755,112017,6755.0,27040,66894,27153,17.7,2016,"Wheeling, WV"
66846,6.9,3.3,62006,53157,100101,7.1,11.2,49789,81108,7275.0,21913,50312,16182,13.7,2016,"Whitewater, WI"
411901,8.7,5.0,380872,328493,634331,18.4,14.0,321310,488006,6874.0,165447,313021,88012,13.3,2016,"Wichita, KS"
89673,14.1,6.5,80220,66897,134501,20.9,16.6,70615,104685,5062.0,32752,63886,21529,15.5,2016,"Wichita Falls, TX"
77649,7.0,1.8,65627,56088,109152,25.0,15.1,55174,88058,5927.0,23356,53978,20169,14.1,2016,"Williamsport, PA"
191192,12.8,2.6,173813,136553,274371,21.5,17.9,143741,226261,8211.0,53935,130630,46623,18.1,2016,"Wilmington, NC"
54477,13.2,4.3,47914,38472,80118,39.0,22.7,42253,63259,5737.0,18964,37865,13240,18.8,2016,"Wilson, NC"
95333,5.0,4.4,81238,70176,135148,10.4,8.0,68226,109759,7182.0,29381,66922,24529,8.1,2016,"Winchester, VA"
447632,8.8,3.6,392873,319428,648084,23.2,16.2,336999,517893,6620.0,148376,311085,106835,15.6,2016,"Winston, NC"
51723,11.6,0.7,43209,39316,72220,9.8,8.7,37113,58538,5835.0,15241,35107,13770,7.5,2016,"Wisconsin Rapids, WI"
75658,6.6,4.1,65867,56574,112358,17.2,12.4,56472,87863,5644.0,27771,55886,18720,11.9,2016,"Wooster, OH"
629311,7.1,2.1,572429,498909,901782,11.6,9.9,458801,731022,6961.0,195614,442981,133739,9.9,2016,"Worcester, MA"
148947,7.3,1.5,139701,115210,245955,26.6,18.0,123782,180003,6322.0,73383,122173,32871,16.1,2016,"Yakima, WA"
51075,7.9,2.2,39392,31296,67923,8.5,10.9,34903,56806,7105.0,12473,33020,16058,12.9,2016,"Morehead City, NC"
85190,8.2,2.6,87717,67775,129223,19.9,20.1,63953,108685,7837.0,23388,65270,18118,22.7,2016,"Morgantown, WV"
80363,7.5,8.0,68666,52338,112673,25.9,17.6,57799,92866,6587.0,23221,54874,20786,17.8,2016,"Morristown, TN"
55794,8.9,10.1,53278,41253,92867,25.1,16.9,46286,68611,6456.0,27155,46581,12434,14.5,2016,"Moses Lake, WA"
50361,12.4,1.0,41992,30694,71296,24.4,16.6,35886,58010,7798.0,15357,35410,13947,15.1,2016,"Mount Airy, NC"
37709,8.4,9.2,44496,34229,64722,20.7,24.1,32350,54032,7686.0,12207,32372,8019,27.9,2016,"Mount Pleasant, MI"
85277,6.5,5.8,71725,58502,122028,6.7,10.9,61355,98714,7630.0,26572,60673,23731,14.0,2016,"Mount Vernon, WA"
69488,8.6,5.7,69771,52704,108670,26.5,21.6,54478,90585,8288.0,20784,54192,18115,23.6,2016,"Muncie, IN"
113349,6.6,1.7,99986,79613,166881,29.8,19.1,85804,131769,6947.0,39746,81077,27149,18.3,2016,"Muskegon, MI"
42822,15.6,11.1,38000,28811,65556,31.7,21.8,33752,50562,6081.0,16790,31804,10766,19.2,2016,"Muskogee, OK"
334877,7.3,6.2,255354,204805,443525,26.2,15.1,230557,373162,5920.0,79413,212968,108758,15.0,2016,"Myrtle Beach, SC"
36180,10.4,0.0,36333,29675,60283,38.6,28.1,31033,45796,6485.0,15492,29250,8458,27.7,2016,"Nacogdoches, TX"
97359,9.6,2.6,84165,76943,138247,5.2,7.3,70041,113045,5996.0,29333,68206,24749,7.3,2016,"Napa, CA"
274156,7.7,3.9,186610,160814,362401,16.6,11.4,185263,305583,7102.0,63631,177138,112160,11.8,2016,"Naples, FL"
1238427,6.5,3.3,1164151,984147,1830131,16.1,11.6,941148,1443186,6949.0,432765,888983,233215,10.9,2016,"Nashville, TN"
81250,8.7,3.8,70276,52515,119925,25.2,16.9,60755,95775,6350.0,26364,59170,23285,16.4,2016,"New Bern, NC"
61631,7.2,4.5,50551,41733,85144,16.9,12.8,43431,70275,5690.0,17212,41713,17381,13.3,2016,"New Castle, PA"
584067,6.9,2.4,521648,453068,830201,16.1,11.2,429818,678522,7082.0,174427,400383,134126,10.7,2016,"New Haven, CT"
867045,12.4,5.1,781710,628423,1244120,23.6,17.0,646523,994206,6334.0,280259,597597,182151,15.8,2016,"New Orleans, LA"
62767,9.2,9.4,54219,45581,91468,17.1,13.5,46805,73217,5883.0,20950,44663,16299,13.4,2016,"New Philadelphia, OH"
13787958,11.9,2.7,12588869,10447775,19797373,18.7,13.5,10237232,15966892,7151.0,4327968,9560141,2880536,12.1,2016,"New York, NY"
104585,6.4,2.4,88188,73390,150113,26.4,16.5,76689,120051,6979.0,33960,73424,27965,15.9,2016,"Niles, MI"
600464,6.8,5.0,408389,340696,778916,19.7,11.6,404886,666010,7069.0,128998,374030,241529,11.8,2016,"North Port, FL"
48140,6.0,0.0,40160,32142,67795,25.0,15.4,34464,55482,6380.0,14238,33331,13397,15.1,2016,"North Wilkesboro, NC"
182335,4.7,1.1,160877,145353,257750,13.7,9.0,130692,211194,7101.0,52876,127058,43997,8.6,2016,"Norwich, CT"
59863,2.4,2.4,46574,34101,80747,20.2,10.6,39468,67764,6362.0,14827,41279,19346,11.0,2016,"Oak Harbor, WA"
252185,7.5,4.3,176433,133976,337570,29.2,17.6,174257,281582,6819.0,62808,163313,98329,19.0,2016,"Ocala, FL"
69178,11.3,0.6,52700,46993,92325,17.5,11.9,46703,77809,5358.0,16454,45622,23171,10.4,2016,"Ocean City, NJ"
91990,4.4,5.8,93718,80864,155506,17.1,12.7,76668,113563,6422.0,47140,78838,14648,11.7,2016,"Odessa, TX"
385548,7.6,3.0,378931,317147,650178,9.1,8.0,323342,467840,6940.0,203642,326836,67605,7.5,2016,"Ogden, UT"
68716,7.8,6.2,58928,44584,97298,21.8,16.9,48529,78409,6785.0,21244,48769,17126,17.8,2016,"Ogdensburg, NY"
877903,7.1,5.1,824657,678912,1337707,20.6,14.7,681830,1036388,6905.0,337059,655877,175991,13.8,2016,"Oklahoma City, OK"
51936,6.4,4.5,44623,35746,75162,16.3,14.0,38070,59688,6511.0,17097,37092,13442,15.4,2016,"Olean, NY"
192510,7.5,1.6,168151,132486,271713,11.7,10.5,138807,220429,6447.0,58980,132906,44582,10.9,2016,"Olympia, WA"
595745,7.2,2.6,555403,493053,904247,12.9,10.3,456185,696197,7415.0,233046,448062,115798,9.9,2016,"Omaha, NE"
52439,17.9,8.4,47686,31849,82335,42.5,27.2,43109,62226,6447.0,22175,39226,12474,22.5,2016,"Opelousas, LA"
57859,15.3,0.2,49461,39230,85269,32.8,20.3,44993,67849,5984.0,20348,40276,15460,16.8,2016,"Orangeburg, SC"
1647962,9.9,4.4,1520716,1244380,2399834,20.5,14.7,1229213,1923734,7216.0,535950,1170621,343168,13.7,2016,"Orlando, FL"
109783,4.7,3.8,101217,89700,161187,16.0,12.2,81314,131412,7209.0,34032,79873,25938,12.8,2016,"Oshkosh, WI"
102377,5.0,5.4,86982,74647,145623,21.3,12.7,73135,118176,7768.0,31421,72488,27220,12.1,2016,"Ottawa, IL"
78579,10.6,5.8,68576,56127,116495,19.8,16.6,59903,90588,7158.0,28188,56592,19731,17.1,2016,"Owensboro, KY"
48006,3.8,2.4,41730,32644,67817,16.1,10.9,34422,55318,6677.0,14529,33395,11558,11.1,2016,"Owosso, MI"
564664,6.3,3.7,518679,437864,837424,11.6,9.5,423590,665113,6413.0,196558,413834,122187,9.4,2016,"Oxnard, CA"
67121,14.3,9.4,56832,45606,95588,26.9,20.3,49184,78670,5787.0,20301,46404,18455,19.8,2016,"Paducah, KY"
50122,10.2,8.4,40155,28824,70904,33.4,19.9,35189,57577,5925.0,15210,35715,15539,18.5,2016,"Palatka, FL"
426463,9.7,3.4,334954,257088,573235,22.9,15.0,294578,481723,6526.0,106003,278657,132278,14.7,2016,"Palm Bay, FL"
137153,10.5,0.7,119433,93277,196019,22.6,15.2,98885,158997,7139.0,42620,97134,33966,14.0,2016,"Panama City, FL"
64033,8.7,5.6,52758,39412,89620,33.1,18.1,46390,72830,6575.0,19251,43230,17611,15.8,2016,"Parkersburg, WV"
319067,5.7,5.6,282745,212968,460235,20.9,12.6,235580,370329,6423.0,101908,224655,75582,11.5,2016,"Pensacola, FL"
252174,6.2,1.5,218981,186599,366257,14.3,11.4,186671,289920,7353.0,85897,179586,61379,11.7,2016,"Peoria, IL"
4110154,8.4,2.8,3714603,3131925,5920296,17.8,12.9,3063051,4757936,7463.0,1316048,2857245,889645,12.2,2016,"Philadelphia, PA"
3048745,8.5,3.8,2762037,2265081,4577422,21.8,15.0,2319061,3585266,7555.0,1118386,2258361,696999,13.9,2016,"Phoenix, AZ"
55808,15.5,1.5,48477,34349,82811,29.1,21.8,43287,64807,7050.0,19958,39524,14376,20.6,2016,"Pine Bluff, AR"
68111,9.6,2.3,52226,39927,94695,12.6,10.2,49891,77295,6632.0,20061,44804,22408,9.5,2016,"Pinehurst, NC"
1673988,7.5,2.5,1408535,1205928,2284356,14.4,10.8,1173267,1895850,6443.0,441825,1111089,433996,10.8,2016,"Pittsburgh, PA"
90497,5.6,4.2,72713,65987,120532,8.8,9.8,62206,102034,5930.0,21291,58326,26528,11.7,2016,"Pittsfield, MA"
51751,7.0,5.1,46917,38524,72997,18.3,13.7,37210,61244,5517.0,13305,35787,12775,14.2,2016,"Plattsburgh, NY"
52197,7.0,12.0,48731,37768,82162,20.3,16.7,41354,62163,6870.0,22234,40808,11197,17.2,2016,"Pocatello, ID"
208997,39.4,11.2,180903,101016,304570,67.5,50.6,159688,247611,7660.0,66380,144882,57287,48.1,2016,"Ponce, PR"
55316,8.9,7.8,39671,30641,73226,23.9,15.8,37525,61706,6381.0,12997,35701,20558,16.7,2016,"Port Angeles, WA"
381018,9.2,3.8,324380,288778,517887,10.5,9.1,267258,431271,5436.0,99372,250629,94135,8.7,2016,"Portland, ME"
1680602,7.4,3.2,1531102,1294042,2392420,14.1,10.9,1210301,1928683,6751.0,524521,1182119,336797,10.6,2016,"Portland, OR"
335152,10.8,2.6,252672,203072,459308,25.3,15.7,236286,380891,7557.0,88218,223022,118418,14.6,2016,"Port St. Lucie, FL"
50549,13.1,2.2,43808,31815,72338,30.4,20.8,38132,58430,6527.0,16287,34206,12243,19.4,2016,"Portsmouth, OH"
99121,7.9,4.3,81655,66219,136225,17.3,12.7,68955,111724,6407.0,27489,67270,27081,12.8,2016,"Pottsville, PA"
170900,8.2,6.5,116615,88978,218023,13.3,12.9,111893,187184,7619.0,34493,106130,66915,15.4,2016,"Prescott, AZ"
1105088,9.3,2.0,984568,838736,1559673,16.0,12.0,801818,1278098,6703.0,321217,757855,253888,11.4,2016,"Providence, RI"
293925,5.4,8.4,339697,279652,587347,9.7,11.6,289638,405338,7373.0,202889,297709,44761,13.5,2016,"Provo, UT"
109584,12.0,2.7,95351,73338,161407,26.5,20.3,81917,127854,6709.0,37537,79490,28519,20.3,2016,"Pueblo, CO"
142116,7.2,2.6,83786,64534,174558,26.1,12.6,89935,154772,6289.0,22381,84623,68391,13.3,2016,"Punta Gorda, FL"
51256,11.7,3.4,43392,38201,73954,16.6,13.6,37402,58985,6689.0,17043,36552,13519,12.9,2016,"Quincy, IL"
129674,6.6,2.9,115403,97050,190367,21.9,13.9,97761,150605,7050.0,44883,92606,30081,12.7,2016,"Racine, WI"
853716,5.7,2.5,816300,706105,1275870,13.5,10.0,654095,994361,7383.0,317046,621775,142524,9.4,2016,"Raleigh, NC"
95633,10.3,2.2,83356,73537,139472,22.6,15.1,70275,109346,6590.0,32508,69197,23608,13.5,2016,"Rapid City, SD"
276810,8.1,3.9,244588,213226,401618,21.3,13.6,203243,322270,6846.0,91172,198375,65858,12.2,2016,"Reading, PA"
125113,8.9,9.3,102887,77124,176159,26.4,17.5,89179,143311,6061.0,37303,86980,35969,17.2,2016,"Redding, CA"
313693,7.9,2.9,281947,242927,452272,16.1,12.2,224636,364796,7151.0,98681,227636,71644,11.9,2016,"Reno, NV"
44885,8.4,1.5,37822,31242,63649,24.5,16.4,33231,51459,6134.0,13799,30418,12028,15.9,2016,"Richmond, IN"
867252,7.2,3.4,783600,672804,1248209,16.1,11.9,648362,1003722,6792.0,277540,599847,187069,11.5,2016,"Richmond, VA"
65237,13.3,5.8,62300,47580,98892,29.2,23.2,51917,78609,6779.0,22648,46975,13944,23.3,2016,"Richmond, KY"
2817956,10.4,4.9,2704635,2060631,4435080,23.5,16.4,2249669,3402133,7397.0,1170546,2185411,559899,14.6,2016,"Riverside, CA"
218492,10.9,9.5,184167,154918,304086,17.9,14.2,158027,248051,5356.0,63431,146059,56488,13.9,2016,"Roanoke, VA"
50689,12.9,6.9,40856,28251,69529,36.5,23.7,36999,57664,6579.0,13530,32530,15143,23.4,2016,"Roanoke Rapids, NC"
144044,6.9,7.4,127637,118962,212736,11.7,9.4,108262,165921,5603.0,51843,104474,33256,9.2,2016,"Rochester, MN"
729404,6.7,1.4,642677,546688,1037751,20.7,13.9,532804,844751,6760.0,219810,504947,175264,13.5,2016,"Rochester, NY"
226692,7.1,5.7,201138,171624,334816,21.6,14.8,170381,265650,6745.0,80017,164435,53661,14.1,2016,"Rockford, IL"
100350,15.4,15.9,86959,70527,144792,25.3,17.8,74539,116093,5941.0,32581,70253,25252,15.7,2016,"Rocky Mount, NC"
61923,6.6,1.1,55346,44470,92504,14.1,12.7,47410,72724,6118.0,22217,45094,14941,13.8,2016,"Rome, GA"
78982,9.1,2.8,60408,45309,107019,21.4,14.8,53983,89396,6349.0,20516,53036,26095,15.1,2016,"Roseburg, OR"
39932,16.2,14.8,36320,29289,63417,37.3,22.9,31706,48413,5283.0,17540,31711,9557,17.7,2016,"Roswell, NM"
52742,13.2,4.9,49471,36753,81285,20.8,18.8,43318,64262,7128.0,19421,37967,12393,19.5,2016,"Russellville, AR"
1531637,9.7,3.2,1404512,1107484,2263776,19.1,14.6,1160638,1800093,7356.0,524272,1103138,334992,14.1,2016,"Sacramento, CA"
128961,8.9,3.9,111846,88009,185941,22.3,17.4,95900,150777,6584.0,40091,90041,34004,18.2,2016,"Saginaw, MI"
122689,4.8,2.3,116291,107097,187504,12.5,10.9,92689,148462,6807.0,44108,94815,27105,11.8,2016,"St. Cloud, MN"
100626,5.7,9.4,83318,69166,158612,18.4,13.3,79733,120939,6964.0,42855,78879,32439,13.7,2016,"St. George, UT"
82813,8.3,4.1,72439,58772,119365,23.1,16.2,59729,95461,6553.0,27330,59636,19596,15.8,2016,"St. Joseph, MO"
1907919,7.0,3.9,1705987,1458019,2748116,16.2,11.4,1415485,2202259,6753.0,621461,1332631,420668,10.7,2016,"St. Louis, MO"
71128,9.0,3.3,59525,50779,99637,35.0,18.5,50064,81521,5958.0,20831,49573,19281,15.7,2016,"Salem, OH"
266892,6.2,7.8,242756,197628,406812,17.5,13.0,209541,319265,7033.0,100020,197271,64036,12.9,2016,"Salem, OR"
265023,8.3,4.5,250633,197420,417791,18.9,12.5,208620,316757,6971.0,113026,209171,54132,10.5,2016,"Salinas, CA"
276881,6.5,2.8,221564,188412,385455,23.8,13.6,198897,318911,7030.0,76034,186558,87857,12.9,2016,"Salisbury, MD"
731817,6.6,4.7,723546,630694,1171790,10.6,9.1,585413,877993,6901.0,330079,586377,118165,8.8,2016,"Salt Lake City, UT"
75646,8.9,9.0,68725,59010,114466,15.0,11.8,58791,89331,5451.0,28052,55675,17689,11.3,2016,"San Angelo, TX"
1542544,11.1,3.9,1475006,1172772,2388892,20.4,15.0,1214488,1841530,6664.0,614761,1174404,299125,13.5,2016,"San Antonio, TX"
2205839,8.5,2.4,2077943,1675590,3233771,16.4,12.3,1626826,2594679,7439.0,717500,1606945,438328,11.7,2016,"San Diego, CA"
52766,4.8,1.4,43258,36134,73914,16.9,12.0,37837,61485,5870.0,15063,36077,15593,12.8,2016,"Sandusky, OH"
3342424,9.1,1.9,3017333,2562733,4616269,10.4,9.2,2334249,3785945,7173.0,926605,2282020,672331,8.9,2016,"San Francisco, CA"
90000,47.0,7.6,73660,37837,127348,69.5,53.5,66489,105456,6941.0,25056,60859,28632,50.5,2016,"San German, PR"
1350234,9.0,2.6,1255470,1050484,1948581,11.2,9.4,966109,1551951,7565.0,444990,982472,248121,8.8,2016,"San Jose, CA"
1491247,34.4,7.0,1305950,854310,2142552,52.1,39.2,1134227,1763523,7231.0,438530,1008325,398072,36.4,2016,"San Juan, PR"
184395,6.8,2.6,163914,138349,266721,6.6,10.6,135180,222427,8046.0,49522,131541,53285,13.1,2016,"San Luis Obispo, CA"
177832,7.8,1.3,169965,140444,263072,14.9,13.7,133584,216594,7368.0,52665,129488,40442,14.8,2016,"Santa Cruz, CA"
108156,10.4,2.3,85904,73409,146132,24.8,14.3,75600,121874,6979.0,27566,70532,32662,12.5,2016,"Santa Fe, NM"
270926,7.9,5.0,264810,223808,428197,15.3,13.9,215236,339041,7532.0,99438,212961,63949,14.9,2016,"Santa Maria, CA"
357457,7.0,3.0,307201,266340,495490,10.0,9.2,253795,407980,7212.0,97846,241695,90443,9.6,2016,"Santa Rosa, CA"
250047,7.0,5.9,231433,196884,369575,21.5,14.2,191689,292827,6864.0,86554,177886,51588,13.0,2016,"Savannah, GA"
384451,9.3,2.8,323905,271389,535268,21.0,14.3,275865,439260,6544.0,108558,259403,102805,13.6,2016,"Scranton, PA"
50977,10.7,6.9,44695,33464,75055,19.0,14.6,38618,58552,6729.0,18194,36437,12166,13.8,2016,"Searcy, AR"
2622673,7.4,1.8,2446192,2058890,3744267,11.9,9.6,1876702,3016327,7197.0,818365,1867565,479710,9.3,2016,"Seattle, WA"
112087,7.5,0.1,77727,57254,150348,20.1,11.9,78318,128776,8229.0,24609,72030,48012,12.0,2016,"Sebastian, FL"
76001,5.7,4.3,48362,35876,97965,33.6,18.8,51039,83840,7605.0,15900,46926,33703,23.0,2016,"Sebring, FL"
54314,4.8,0.0,43395,34344,75420,28.1,15.5,38963,61904,7263.0,15005,36457,17020,15.4,2016,"Seneca, SC"
67420,6.7,7.9,57139,48813,95728,26.3,15.9,47723,77496,6432.0,21059,48005,17530,14.8,2016,"Sevierville, TN"
45927,7.6,4.0,40869,30708,69202,25.5,18.3,34621,54093,6461.0,17220,34581,11113,18.1,2016,"Shawnee, OK"
78753,6.4,1.2,67161,61772,112281,6.3,5.4,56093,90439,6119.0,25605,56188,19515,4.8,2016,"Sheboygan, WI"
65476,15.6,0.4,57072,43314,94773,28.1,21.8,48686,77343,7756.0,20546,46087,17155,21.4,2016,"Shelby, NC"
85366,9.1,2.4,73139,62541,125553,16.4,12.5,64428,98607,6581.0,30298,61125,22116,11.9,2016,"Sherman, TX"
68415,13.9,5.6,58872,38182,107257,37.9,28.8,54567,81295,7571.0,30289,52690,18096,28.6,2016,"Show Low, AZ"
290570,12.4,8.5,259544,199163,431130,35.6,24.2,225326,339350,6488.0,105975,205804,65611,22.5,2016,"Shreveport, LA"
82540,9.8,5.8,64044,46008,117620,38.3,22.6,61256,93303,6193.0,27243,56364,26333,21.2,2016,"Sierra Vista, AZ"
107791,6.4,5.2,96509,88001,163840,16.7,11.5,82703,126688,5998.0,42342,81137,24989,10.5,2016,"Sioux City, IA"
164815,9.5,4.3,152680,144824,251233,10.5,8.9,125819,190723,5999.0,66715,125414,31838,8.0,2016,"Sioux Falls, SD"
51632,6.2,0.0,41331,33512,70041,24.7,13.4,35901,57870,6501.0,13452,34140,15258,12.4,2016,"Somerset, PA"
84374,6.6,2.6,67986,50999,115896,24.5,15.9,60063,94679,6418.0,23954,55833,23956,16.1,2016,"Beckley, WV"
141405,11.8,3.4,134475,111194,211532,10.4,15.9,106817,174048,6809.0,41967,104715,35090,18.7,2016,"Bellingham, WA"
131055,6.2,2.3,108048,93810,180329,15.0,10.7,90927,148026,6431.0,37050,89402,35231,10.7,2016,"Bend, OR"
114941,6.8,5.4,100180,88872,165754,5.9,7.3,82887,131968,6153.0,37851,82867,27723,8.0,2016,"Billings, MT"
161739,6.7,4.6,142517,114074,232989,25.1,16.0,117953,191976,6777.0,47323,115036,43149,15.8,2016,"Binghamton, NY"
772122,9.1,5.2,687644,548434,1125250,19.5,13.9,588134,892789,6496.0,263990,537116,173616,12.9,2016,"Birmingham, AL"
87044,8.6,1.1,79013,74566,126627,10.7,9.2,62906,100781,7456.0,29077,63721,18537,8.8,2016,"Bismarck, ND"
111390,8.0,7.6,114170,84224,169978,12.4,19.3,84833,144805,8480.0,28966,85145,26842,23.7,2016,"Blacksburg, VA"
115196,8.9,5.0,116548,101280,179927,11.3,12.8,91205,144214,7475.0,40854,88722,22525,14.1,2016,"Bloomington, IL"
95890,5.4,2.5,104672,84891,151481,21.0,23.7,74859,128422,7649.0,26456,76622,20353,28.0,2016,"Bloomington, IN"
56094,9.4,5.9,48841,41601,78754,17.8,12.8,40051,65774,6873.0,14824,38703,15089,12.4,2016,"Bloomsburg, PA"
71366,6.9,0.0,57853,40079,100014,25.4,17.5,51984,82350,7371.0,21027,48030,21134,18.5,2016,"Bluefield, WV"
446776,12.9,4.5,407280,345933,678445,14.4,12.7,342180,524454,7571.0,174652,336265,96513,11.9,2016,"Boise City, ID"
3288283,8.8,1.9,2986366,2666136,4637488,11.8,9.6,2384214,3796662,7044.0,957205,2253274,693917,9.1,2016,"Boston, MA"
208365,6.4,4.0,205984,176390,310494,6.4,11.0,155071,255054,7390.0,62704,155423,41806,13.3,2016,"Boulder, CO"
107914,11.2,5.1,104249,82381,165833,27.2,19.7,82973,131382,6842.0,38401,82860,23183,18.8,2016,"Bowling Green, KY"
66176,8.6,6.3,67500,60843,100808,6.0,13.1,48630,82064,5239.0,20987,52178,12321,16.2,2016,"Bozeman, MT"
