newidx,aggravated_assault,burglary,city,counties_principal_cities,forcible_rape,index,larceny_theft,main_city,motor_vehicle_theft,murder_and_nonnegligent_manslaughter,population,property_crime,rape1,robbery,state,violent_crime,year
"Fairfield , CA",265,456.0,Vallejo-Fairfield,City of Fairfield ,,"Vallejo-Fairfield, CA M.S.A.",2406.0,Fairfield ,567.0,8,112582,3429,46.0,167.0,CA,486,2015
"Victoria, TX",234,440.0,Victoria,City of Victoria,,"Victoria, TX M.S.A.",1711.0,Victoria,101.0,3,66988,2252,47.0,50.0,TX,334,2015
"Vineland, NJ",189,525.0,Vineland-Bridgeton,City of Vineland2,,"Vineland-Bridgeton, NJ M.S.A.2",1966.0,Vineland,68.0,7,61265,2559,32.0,108.0,NJ,336,2015
"Bridgeton, NJ",154,353.0,Vineland-Bridgeton,City of Bridgeton2,,"Vineland-Bridgeton, NJ M.S.A.2",757.0,Bridgeton,31.0,5,25363,1141,7.0,126.0,NJ,292,2015
"Virginia Beach, VA",234,956.0,Virginia Beach-Norfolk-Newport News,"City of Virginia Beach, VA",,"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",8596.0,Virginia Beach VA,435.0,19,452797,9987,103.0,270.0,VA,626,2015
"Norfolk, VA",739,1097.0,Virginia Beach-Norfolk-Newport News,"City of Norfolk, VA",,"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",7518.0,Norfolk VA,387.0,28,245400,9002,108.0,454.0,VA,1329,2015
"Newport News, VA",436,927.0,Virginia Beach-Norfolk-Newport News,"City of Newport News, VA",,"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",4255.0,Newport News VA,403.0,26,182975,5585,87.0,244.0,VA,793,2015
"Hampton, VA",145,650.0,Virginia Beach-Norfolk-Newport News,"City of Hampton, VA",,"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",3476.0,Hampton VA,348.0,16,136381,4474,35.0,186.0,VA,382,2015
"Portsmouth, VA",368,1191.0,Virginia Beach-Norfolk-Newport News,"City of Portsmouth, VA",,"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",3332.0,Portsmouth VA,315.0,27,95877,4838,44.0,231.0,VA,670,2015
"Visalia , CA",366,814.0,Visalia-Porterville,City of Visalia ,,"Visalia-Porterville, CA M.S.A.",2621.0,Visalia ,560.0,6,130405,3995,106.0,130.0,CA,608,2015
"Porterville, CA",131,314.0,Visalia-Porterville,City of Porterville,,"Visalia-Porterville, CA M.S.A.",844.0,Porterville,226.0,2,55760,1384,12.0,41.0,CA,186,2015
"Waco, TX",453,1143.0,Waco,City of Waco,,"Waco, TX M.S.A.",3614.0,Waco,156.0,22,131413,4913,78.0,142.0,TX,695,2015
"Walla Walla, WA",130,249.0,Walla Walla,City of Walla Walla,,"Walla Walla, WA M.S.A.",1182.0,Walla Walla,95.0,4,31940,1526,18.0,23.0,WA,175,2015
"Warner Robins, GA",251,784.0,Warner Robins,City of Warner Robins,,"Warner Robins, GA M.S.A.",3014.0,Warner Robins,175.0,2,74363,3973,28.0,117.0,GA,398,2015
"Washington D, DC",4024,2971.0,Washington-Arlington-Alexandria,"City of Washington, D.C. ",,"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",24194.0,Washington DC ,3194.0,162,672228,30359,494.0,3404.0,DC,8084,2015
"Alexandria, DC",148,227.0,Washington-Arlington-Alexandria,"City of Alexandria, VA",,"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",2372.0,Alexandria VA,255.0,4,152710,2854,18.0,142.0,DC,312,2015
"Frederick, DC",250,143.0,Washington-Arlington-Alexandria,"City of Frederick, MD",,"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",1211.0,Frederick MD,52.0,3,69162,1406,22.0,66.0,DC,341,2015
"Waterloo, IA",542,779.0,Waterloo-Cedar Falls,City of Waterloo,,"Waterloo-Cedar Falls, IA M.S.A.",1396.0,Waterloo,128.0,4,68355,2303,60.0,54.0,IA,660,2015
"Cedar Falls, IA",27,114.0,Waterloo-Cedar Falls,City of Cedar Falls,,"Waterloo-Cedar Falls, IA M.S.A.",533.0,Cedar Falls,24.0,0,41252,671,13.0,4.0,IA,44,2015
"Watertown, NY",79,229.0,Watertown-Fort Drum,City of Watertown,,"Watertown-Fort Drum, NY M.S.A.",1067.0,Watertown,30.0,3,27717,1326,48.0,15.0,NY,145,2015
"Wausau, WI",66,111.0,Wausau,City of Wausau,,"Wausau, WI M.S.A.",626.0,Wausau,29.0,2,39351,766,14.0,23.0,WI,105,2015
"Wenatchee, WA",30,179.0,Wenatchee,City of Wenatchee,,"Wenatchee, WA M.S.A.",912.0,Wenatchee,63.0,0,33525,1154,15.0,7.0,WA,52,2015
"Wheeling, WV",203,158.0,Wheeling,"City of Wheeling, WV",,"Wheeling, WV-OH M.S.A.",381.0,Wheeling WV,36.0,1,27617,575,13.0,30.0,WV,247,2015
"Wichita, KS",2730,3480.0,Wichita,City of Wichita,,"Wichita, KS M.S.A.6",14127.0,Wichita,2045.0,27,389824,19652,349.0,733.0,KS,3839,2015
"Wichita Falls, TX",211,899.0,Wichita Falls,City of Wichita Falls,,"Wichita Falls, TX M.S.A.",2751.0,Wichita Falls,171.0,1,105186,3821,85.0,109.0,TX,406,2015
"Williamsport, PA",56,138.0,Williamsport,City of Williamsport,,"Williamsport, PA M.S.A.",749.0,Williamsport,21.0,7,29150,908,19.0,38.0,PA,120,2015
"Wilmington, NC",530,1405.0,Wilmington,City of Wilmington,,"Wilmington, NC M.S.A.",3471.0,Wilmington,294.0,14,115434,5170,62.0,274.0,NC,880,2015
"Winchester, VA",28,118.0,Winchester,"City of Winchester, VA",,"Winchester, VA-WV M.S.A.",889.0,Winchester VA,28.0,0,27821,1035,23.0,21.0,VA,72,2015
"Worcester, MA",1186,1214.0,Worcester,"City of Worcester, MA",,"Worcester, MA-CT M.S.A.",3765.0,Worcester MA,396.0,8,183377,5375,26.0,407.0,MA,1627,2015
"Yakima, WA",330,1307.0,Yakima,City of Yakima,,"Yakima, WA M.S.A.",3110.0,Yakima,674.0,7,93798,5091,51.0,126.0,WA,514,2015
"York, PA",118,336.0,York-Hanover,City of York,,"York-Hanover, PA M.S.A.",939.0,York,124.0,10,43864,1399,19.0,178.0,PA,325,2015
"Hanover, PA",15,27.0,York-Hanover,City of Hanover,,"York-Hanover, PA M.S.A.",419.0,Hanover,7.0,0,15494,453,3.0,6.0,PA,24,2015
"Yuba City, CA",122,429.0,Yuba City,City of Yuba City,,"Yuba City, CA M.S.A.",1160.0,Yuba City,203.0,0,65974,1792,28.0,66.0,CA,216,2015
"Yuma, AZ",328,682.0,Yuma,City of Yuma,,"Yuma, AZ M.S.A.",1984.0,Yuma,259.0,5,93923,2925,46.0,74.0,AZ,453,2015
"Abilene, TX",335,905.0,Abilene,City of Abilene,,"Abilene, TX M.S.A.",3113.0,Abilene,251.0,8,122523,4269,70.0,133.0,TX,546,2016
"Akron, OH",555,2483.0,Akron,City of Akron,,"Akron, OH M.S.A.2",5483.0,Akron,680.0,34,197257,8646,212.0,415.0,OH,1216,2016
"Albany, GA",625,888.0,Albany,City of Albany,,"Albany, GA M.S.A.",2585.0,Albany,147.0,16,74330,3620,28.0,204.0,GA,873,2016
"Albany, OR",10,146.0,Albany,City of Albany,,"Albany, OR M.S.A.",1256.0,Albany,110.0,0,52544,1512,12.0,21.0,OR,43,2016
"Albany, NY",537,491.0,Albany-Schenectady-Troy,City of Albany,,"Albany-Schenectady-Troy, NY M.S.A.",2858.0,Albany,112.0,2,98617,3461,59.0,250.0,NY,848,2016
"Schenectady, NY",385,378.0,Albany-Schenectady-Troy,City of Schenectady,,"Albany-Schenectady-Troy, NY M.S.A.",1525.0,Schenectady,197.0,6,65138,2100,58.0,146.0,NY,595,2016
"Troy, NY",232,394.0,Albany-Schenectady-Troy,City of Troy,,"Albany-Schenectady-Troy, NY M.S.A.",1308.0,Troy,90.0,3,49876,1792,25.0,102.0,NY,362,2016
"Albuquerque, NM",3846,6236.0,Albuquerque,City of Albuquerque,,"Albuquerque, NM M.S.A.",24582.0,Albuquerque,7710.0,61,561560,38528,381.0,1957.0,NM,6245,2016
"Alexandria, LA",693,1057.0,Alexandria,City of Alexandria,,"Alexandria, LA M.S.A.",2765.0,Alexandria,269.0,11,47936,4091,25.0,154.0,LA,883,2016
"Allentown, PA",213,668.0,Allentown-Bethlehem-Easton,"City of Allentown, PA",,"Allentown-Bethlehem-Easton, PA-NJ M.S.A.3, 4",2387.0,Allentown PA,282.0,10,120615,3337,55.0,274.0,PA,552,2016
"Bethlehem, PA",,213.0,Allentown-Bethlehem-Easton,"City of Bethlehem, PA3",,"Allentown-Bethlehem-Easton, PA-NJ M.S.A.3, 4",1226.0,Bethlehem PA,48.0,4,74869,1487,21.0,58.0,PA,,2016
"Altoona, PA",95,169.0,Altoona,City of Altoona,,"Altoona, PA M.S.A.",619.0,Altoona,33.0,1,45158,821,23.0,37.0,PA,156,2016
"Amarillo, TX",981,1797.0,Amarillo,City of Amarillo,,"Amarillo, TX M.S.A.2",6756.0,Amarillo,919.0,11,200141,9472,162.0,260.0,TX,1414,2016
"Ames, IA",52,164.0,Ames,City of Ames,,"Ames, IA M.S.A.",867.0,Ames,46.0,1,66333,1077,39.0,15.0,IA,107,2016
"Anchorage, AK",2157,2008.0,Anchorage,City of Anchorage,,"Anchorage, AK M.S.A.",10599.0,Anchorage,2042.0,28,299097,14649,542.0,695.0,AK,3422,2016
"Ann Arbor, MI",125,242.0,Ann Arbor,City of Ann Arbor,,"Ann Arbor, MI M.S.A.",1697.0,Ann Arbor,112.0,1,117688,2051,44.0,43.0,MI,213,2016
"Anniston, AL",602,712.0,Anniston-Oxford-Jacksonville,City of Anniston,,"Anniston-Oxford-Jacksonville, AL M.S.A.",888.0,Anniston,112.0,7,22205,1712,39.0,87.0,AL,735,2016
"Oxford, AL",56,127.0,Anniston-Oxford-Jacksonville,City of Oxford,,"Anniston-Oxford-Jacksonville, AL M.S.A.",615.0,Oxford,21.0,0,17066,763,0.0,7.0,AL,63,2016
"Jacksonville, AL",101,140.0,Anniston-Oxford-Jacksonville,City of Jacksonville,,"Anniston-Oxford-Jacksonville, AL M.S.A.",335.0,Jacksonville,26.0,0,12150,501,6.0,16.0,AL,123,2016
"Appleton, WI",156,175.0,Appleton,City of Appleton,,"Appleton, WI M.S.A.",1080.0,Appleton,39.0,2,74439,1294,30.0,20.0,WI,208,2016
"Asheville, NC",335,752.0,Asheville,City of Asheville,,"Asheville, NC M.S.A.3",3345.0,Asheville,260.0,10,89546,4357,48.0,144.0,NC,537,2016
"AthensClarke County, GA",313,822.0,Athens-Clarke County,City of Athens-Clarke County,,"Athens-Clarke County, GA M.S.A.",3054.0,AthensClarke County,224.0,4,123934,4100,53.0,163.0,GA,533,2016
"Atlanta, GA",2804,4411.0,Atlanta-Sandy Springs-Roswell,City of Atlanta,,"Atlanta-Sandy Springs-Roswell, GA M.S.A.",16400.0,Atlanta,3993.0,111,472579,24804,136.0,2070.0,GA,5121,2016
"Sandy Springs, GA",34,532.0,Atlanta-Sandy Springs-Roswell,City of Sandy Springs,,"Atlanta-Sandy Springs-Roswell, GA M.S.A.",2091.0,Sandy Springs,214.0,3,107685,2837,14.0,66.0,GA,117,2016
"Roswell, GA",76,228.0,Atlanta-Sandy Springs-Roswell,City of Roswell,,"Atlanta-Sandy Springs-Roswell, GA M.S.A.",1391.0,Roswell,83.0,2,95684,1702,23.0,42.0,GA,143,2016
"Alpharetta, GA",9,135.0,Atlanta-Sandy Springs-Roswell,City of Alpharetta,,"Atlanta-Sandy Springs-Roswell, GA M.S.A.",1129.0,Alpharetta,44.0,1,64943,1308,5.0,20.0,GA,35,2016
"Marietta, GA",103,307.0,Atlanta-Sandy Springs-Roswell,City of Marietta,,"Atlanta-Sandy Springs-Roswell, GA M.S.A.",1825.0,Marietta,150.0,1,59516,2282,12.0,117.0,GA,233,2016
"Auburn, AL",163,203.0,Auburn-Opelika,City of Auburn,,"Auburn-Opelika, AL M.S.A",844.0,Auburn,78.0,4,63871,1125,12.0,31.0,AL,210,2016
"Opelika, AL",161,233.0,Auburn-Opelika,City of Opelika,,"Auburn-Opelika, AL M.S.A",1158.0,Opelika,85.0,7,30180,1476,18.0,35.0,AL,221,2016
"Austin, TX",2065,5232.0,Austin-Round Rock,City of Austin,,"Austin-Round Rock, TX M.S.A.",26125.0,Austin,2188.0,39,956911,33545,751.0,1048.0,TX,3903,2016
"Round Rock, TX",98,303.0,Austin-Round Rock,City of Round Rock,,"Austin-Round Rock, TX M.S.A.",2270.0,Round Rock,80.0,0,119308,2653,31.0,44.0,TX,173,2016
"Bakersfield, CA",1108,3887.0,Bakersfield,City of Bakersfield,,"Bakersfield, CA M.S.A.",10203.0,Bakersfield,3048.0,32,378788,17138,67.0,614.0,CA,1821,2016
"Baltimore, MD",5157,7375.0,Baltimore-Columbia-Towson,City of Baltimore,,"Baltimore-Columbia-Towson, MD M.S.A.",16855.0,Baltimore,5317.0,318,618385,29547,299.0,5236.0,MD,11010,2016
"Bangor, ME",30,180.0,Bangor,City of Bangor,,"Bangor, ME M.S.A.",1123.0,Bangor,37.0,0,32264,1340,15.0,30.0,ME,75,2016
"Barnstable , MA",167,133.0,Barnstable Town,City of Barnstable ,,"Barnstable Town, MA M.S.A.4",558.0,Barnstable ,20.0,1,43974,711,16.0,15.0,MA,199,2016
"Baton Rouge, LA",1149,2364.0,Baton Rouge,City of Baton Rouge,,"Baton Rouge, LA M.S.A.",6907.0,Baton Rouge,663.0,47,228389,9934,123.0,824.0,LA,2143,2016
"Battle Creek, MI",444,607.0,Battle Creek,City of Battle Creek,,"Battle Creek, MI M.S.A",1629.0,Battle Creek,89.0,3,60904,2325,83.0,64.0,MI,594,2016
"Bay City, MI",129,291.0,Bay City,City of Bay City,,"Bay City, MI M.S.A.",600.0,Bay City,34.0,1,33725,925,50.0,25.0,MI,205,2016
"Beaumont, TX",837,1460.0,Beaumont-Port Arthur,City of Beaumont,,"Beaumont-Port Arthur, TX M.S.A.2",3299.0,Beaumont,306.0,14,118283,5065,86.0,379.0,TX,1316,2016
"Port Arthur, TX",234,580.0,Beaumont-Port Arthur,City of Port Arthur,,"Beaumont-Port Arthur, TX M.S.A.2",1123.0,Port Arthur,126.0,5,55510,1829,18.0,105.0,TX,362,2016
"Beckley, WV",159,246.0,Beckley,City of Beckley,,"Beckley, WV M.S.A",984.0,Beckley,48.0,3,16940,1278,14.0,38.0,WV,214,2016
"Bellingham, WA",116,751.0,Bellingham,City of Bellingham,,"Bellingham, WA M.S.A",3709.0,Bellingham,283.0,0,86005,4743,61.0,47.0,WA,224,2016
"Bend, OR",59,178.0,Bend-Redmond,City of Bend,,"Bend-Redmond, OR M.S.A.",1740.0,Bend,92.0,0,89244,2010,17.0,20.0,OR,96,2016
"Redmond, OR",57,84.0,Bend-Redmond,City of Redmond,,"Bend-Redmond, OR M.S.A.",801.0,Redmond,88.0,1,29164,973,13.0,9.0,OR,80,2016
"Billings, MT",372,723.0,Billings,City of Billings,,"Billings, MT M.S.A.",3698.0,Billings,795.0,0,111447,5216,61.0,81.0,MT,514,2016
"Binghamton, NY",215,436.0,Binghamton,City of Binghamton,,"Binghamton, NY M.S.A.",1306.0,Binghamton,102.0,4,45780,1844,41.0,93.0,NY,353,2016
"Bismarck, ND",146,468.0,Bismarck,City of Bismarck,,"Bismarck, ND M.S.A.",1715.0,Bismarck,289.0,2,73248,2472,35.0,29.0,ND,212,2016
"Blacksburg, VA",21,62.0,Blacksburg-Christiansburg-Radford,City of Blacksburg,,"Blacksburg-Christiansburg-Radford, VA M.S.A.",333.0,Blacksburg,14.0,0,44528,409,19.0,3.0,VA,43,2016
"Christiansburg, VA",20,62.0,Blacksburg-Christiansburg-Radford,City of Christiansburg,,"Blacksburg-Christiansburg-Radford, VA M.S.A.",505.0,Christiansburg,8.0,0,22134,575,12.0,3.0,VA,35,2016
"Radford, VA",52,60.0,Blacksburg-Christiansburg-Radford,City of Radford,,"Blacksburg-Christiansburg-Radford, VA M.S.A.",244.0,Radford,12.0,1,17504,316,22.0,8.0,VA,83,2016
"Bloomington, IL",206,224.0,Bloomington,City of Bloomington,,"Bloomington, IL M.S.A.",1064.0,Bloomington,59.0,0,78604,1347,42.0,59.0,IL,307,2016
"Bloomington, IN",260,546.0,Bloomington,City of Bloomington,,"Bloomington, IN M.S.A.",2011.0,Bloomington,146.0,2,84772,2703,46.0,70.0,IN,378,2016
"Boise , ID",457,732.0,Boise City,City of Boise ,,"Boise City, ID M.S.A.",4066.0,Boise ,336.0,6,220749,5134,143.0,51.0,ID,657,2016
"Boston, MA",2910,1837.0,Boston-Cambridge-Newton,"City of Boston, MA",,"Boston-Cambridge-Newton, MA-NH M.S.A.4",11429.0,Boston MA,1223.0,49,673880,14489,278.0,1530.0,MA,4767,2016
"Cambridge, MA",188,326.0,Boston-Cambridge-Newton,"City of Cambridge, MA",,"Boston-Cambridge-Newton, MA-NH M.S.A.4",1924.0,Cambridge MA,119.0,2,111030,2369,28.0,76.0,MA,294,2016
"Newton, MA",32,80.0,Boston-Cambridge-Newton,"City of Newton, MA",,"Boston-Cambridge-Newton, MA-NH M.S.A.4",544.0,Newton MA,18.0,0,89116,642,3.0,11.0,MA,46,2016
"Framingham, MA",185,122.0,Boston-Cambridge-Newton,"City of Framingham, MA",,"Boston-Cambridge-Newton, MA-NH M.S.A.4",655.0,Framingham MA,54.0,0,71422,831,8.0,18.0,MA,211,2016
"Waltham, MA",78,109.0,Boston-Cambridge-Newton,"City of Waltham, MA",,"Boston-Cambridge-Newton, MA-NH M.S.A.4",550.0,Waltham MA,29.0,1,63613,688,12.0,8.0,MA,99,2016
"Boulder, CO",176,559.0,Boulder,City of Boulder,,"Boulder, CO M.S.A.",2497.0,Boulder,219.0,0,109189,3275,52.0,30.0,CO,258,2016
"Bowling Green, KY",64,379.0,Bowling Green,City of Bowling Green,,"Bowling Green, KY M.S.A.",2236.0,Bowling Green,158.0,4,64561,2773,51.0,85.0,KY,204,2016
"Bremerton, WA",131,257.0,Bremerton-Silverdale,City of Bremerton,,"Bremerton-Silverdale, WA M.S.A.",1159.0,Bremerton,160.0,0,39862,1576,29.0,38.0,WA,198,2016
"Bridgeport, CT",595,667.0,Bridgeport-Stamford-Norwalk,City of Bridgeport,,"Bridgeport-Stamford-Norwalk, CT M.S.A.",1857.0,Bridgeport,734.0,10,148180,3258,69.0,441.0,CT,1115,2016
"Stamford, CT",201,268.0,Bridgeport-Stamford-Norwalk,City of Stamford,,"Bridgeport-Stamford-Norwalk, CT M.S.A.",1613.0,Stamford,192.0,2,130116,2073,29.0,119.0,CT,351,2016
"Norwalk, CT",211,239.0,Bridgeport-Stamford-Norwalk,City of Norwalk,,"Bridgeport-Stamford-Norwalk, CT M.S.A.",1034.0,Norwalk,154.0,1,88989,1427,18.0,65.0,CT,295,2016
"Danbury, CT",56,168.0,Bridgeport-Stamford-Norwalk,City of Danbury,,"Bridgeport-Stamford-Norwalk, CT M.S.A.",1056.0,Danbury,139.0,0,85335,1363,30.0,75.0,CT,161,2016
"Stratford, CT",27,177.0,Bridgeport-Stamford-Norwalk,City of Stratford,,"Bridgeport-Stamford-Norwalk, CT M.S.A.",867.0,Stratford,116.0,0,52841,1160,6.0,34.0,CT,67,2016
"Brownsville, TX",264,917.0,Brownsville-Harlingen,City of Brownsville,,"Brownsville-Harlingen, TX M.S.A.",4960.0,Brownsville,151.0,4,185583,6028,50.0,130.0,TX,448,2016
"Harlingen, TX",186,503.0,Brownsville-Harlingen,City of Harlingen,,"Brownsville-Harlingen, TX M.S.A.",2018.0,Harlingen,69.0,2,65913,2590,35.0,58.0,TX,281,2016
"Brunswick, GA",120,196.0,Brunswick,City of Brunswick,,"Brunswick, GA M.S.A.",528.0,Brunswick,51.0,3,16309,775,5.0,36.0,GA,164,2016
"Buffalo, NY",1611,2631.0,Buffalo-Cheektowaga-Niagara Falls,City of Buffalo,,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",7133.0,Buffalo,835.0,44,257446,10599,153.0,1049.0,NY,2857,2016
"Cheektowaga Town, NY",89,280.0,Buffalo-Cheektowaga-Niagara Falls,City of Cheektowaga Town,,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",2128.0,Cheektowaga Town,115.0,2,78100,2523,22.0,68.0,NY,181,2016
"Niagara Falls, NY",349,551.0,Buffalo-Cheektowaga-Niagara Falls,City of Niagara Falls,,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",1665.0,Niagara Falls,186.0,3,48675,2402,14.0,199.0,NY,565,2016
"Burlington, NC",300,430.0,Burlington,City of Burlington,,"Burlington, NC M.S.A.",1309.0,Burlington,94.0,6,52760,1833,15.0,71.0,NC,392,2016
"Cape Coral, FL",172,632.0,Cape Coral-Fort Myers,City of Cape Coral,,"Cape Coral-Fort Myers, FL M.S.A.",2286.0,Cape Coral,163.0,5,179631,3081,16.0,31.0,FL,224,2016
"Fort Myers, FL",716,354.0,Cape Coral-Fort Myers,City of Fort Myers,,"Cape Coral-Fort Myers, FL M.S.A.",1589.0,Fort Myers,220.0,15,76579,2163,55.0,161.0,FL,947,2016
"Cape Girardeau, MO",167,227.0,Cape Girardeau,"City of Cape Girardeau, MO",,"Cape Girardeau, MO-IL M.S.A.",1332.0,Cape Girardeau MO,69.0,5,39738,1628,10.0,54.0,MO,236,2016
"Casper, WY",61,255.0,Casper,City of Casper,,"Casper, WY M.S.A.",1297.0,Casper,117.0,0,61343,1669,2.0,7.0,WY,70,2016
"Cedar Rapids, IA",216,995.0,Cedar Rapids,City of Cedar Rapids,,"Cedar Rapids, IA M.S.A.4",3670.0,Cedar Rapids,354.0,4,131181,5019,67.0,100.0,IA,387,2016
"Chambersburg, PA",44,83.0,Chambersburg-Waynesboro,City of Chambersburg,,"Chambersburg-Waynesboro, PA M.S.A.",527.0,Chambersburg,20.0,2,20770,630,14.0,27.0,PA,87,2016
"Waynesboro, PA",11,43.0,Chambersburg-Waynesboro,City of Waynesboro,,"Chambersburg-Waynesboro, PA M.S.A.",211.0,Waynesboro,12.0,6,10902,266,6.0,6.0,PA,29,2016
"Champaign, IL",457,728.0,Champaign-Urbana,City of Champaign,,"Champaign-Urbana, IL M.S.A.",1979.0,Champaign,131.0,3,87071,2838,41.0,124.0,IL,625,2016
"Urbana, IL",79,327.0,Champaign-Urbana,City of Urbana,,"Champaign-Urbana, IL M.S.A.",1185.0,Urbana,31.0,4,42461,1543,25.0,54.0,IL,162,2016
"Charleston, WV",566,947.0,Charleston,City of Charleston,,"Charleston, WV M.S.A.",2694.0,Charleston,298.0,13,49429,3939,36.0,152.0,WV,767,2016
"Charleston, SC",246,417.0,Charleston-North Charleston,City of Charleston,,"Charleston-North Charleston, SC M.S.A.",2681.0,Charleston,261.0,11,135153,3359,44.0,107.0,SC,408,2016
"North Charleston, SC",579,918.0,Charleston-North Charleston,City of North Charleston,,"Charleston-North Charleston, SC M.S.A.",4655.0,North Charleston,645.0,32,110490,6218,89.0,293.0,SC,993,2016
"Charlottesville, VA",165,170.0,Charlottesville,City of Charlottesville,,"Charlottesville, VA M.S.A.",983.0,Charlottesville,75.0,1,46979,1228,36.0,43.0,VA,245,2016
"Chattanooga, TN",1307,1570.0,Chattanooga,"City of Chattanooga, TN",,"Chattanooga, TN-GA M.S.A.",7122.0,Chattanooga TN,1060.0,26,177801,9752,111.0,375.0,TN,1819,2016
"Cheyenne, WY",126,356.0,Cheyenne,City of Cheyenne,,"Cheyenne, WY M.S.A.",1873.0,Cheyenne,198.0,5,64046,2427,26.0,15.0,WY,172,2016
"Chicago, IL",15815,14258.0,Chicago-Naperville-Elgin,"City of Chicago, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",61229.0,Chicago IL,11473.0,765,2725153,86960,1589.0,11957.0,IL,30126,2016
"Naperville, IL",43,141.0,Chicago-Naperville-Elgin,"City of Naperville, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",1401.0,Naperville IL,45.0,0,148070,1587,15.0,34.0,IL,92,2016
"Elgin, IL",137,218.0,Chicago-Naperville-Elgin,"City of Elgin, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",1279.0,Elgin IL,68.0,2,112886,1565,34.0,63.0,IL,236,2016
"Gary, IL",170,990.0,Chicago-Naperville-Elgin,"City of Gary, IN",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",2229.0,Gary IN,398.0,46,76556,3617,32.0,212.0,IL,460,2016
"Arlington Heights, IL",36,79.0,Chicago-Naperville-Elgin,"City of Arlington Heights, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",624.0,Arlington Heights IL,19.0,0,76077,722,8.0,14.0,IL,58,2016
"Evanston, IL",84,329.0,Chicago-Naperville-Elgin,"City of Evanston, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",1269.0,Evanston IL,73.0,2,75716,1671,6.0,38.0,IL,130,2016
"Schaumburg, IL",30,108.0,Chicago-Naperville-Elgin,"City of Schaumburg, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",1526.0,Schaumburg IL,51.0,0,74774,1685,23.0,21.0,IL,74,2016
"Skokie, IL",97,228.0,Chicago-Naperville-Elgin,"City of Skokie, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",1283.0,Skokie IL,46.0,1,64819,1557,15.0,45.0,IL,158,2016
"Des Plaines, IL",28,91.0,Chicago-Naperville-Elgin,"City of Des Plaines, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",423.0,Des Plaines IL,23.0,0,58726,537,6.0,11.0,IL,45,2016
"Hoffman Estates, IL",29,52.0,Chicago-Naperville-Elgin,"City of Hoffman Estates, IL",,"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",353.0,Hoffman Estates IL,24.0,0,52177,429,11.0,15.0,IL,55,2016
"Chico, CA",170,499.0,Chico,City of Chico,,"Chico, CA M.S.A.",2336.0,Chico,455.0,0,91122,3290,66.0,57.0,CA,293,2016
"Cincinnati, OH",1136,3929.0,Cincinnati,"City of Cincinnati, OH",,"Cincinnati, OH-KY-IN M.S.A.",10216.0,Cincinnati OH,1237.0,57,298880,15382,249.0,1278.0,OH,2720,2016
"Clarksville, TN",718,711.0,Clarksville,"City of Clarksville, TN",,"Clarksville, TN-KY M.S.A.",2960.0,Clarksville TN,182.0,12,152526,3853,74.0,131.0,TN,935,2016
"Cleveland, TN",318,406.0,Cleveland,City of Cleveland,,"Cleveland, TN M.S.A.",2044.0,Cleveland,254.0,2,44423,2704,14.0,50.0,TN,384,2016
"Cleveland, OH",2696,6333.0,Cleveland-Elyria,City of Cleveland,,"Cleveland-Elyria, OH M.S.A.",10001.0,Cleveland,4199.0,135,386227,20533,488.0,2980.0,OH,6299,2016
"Elyria, OH",60,344.0,Cleveland-Elyria,City of Elyria,,"Cleveland-Elyria, OH M.S.A.",1042.0,Elyria,97.0,4,53633,1483,26.0,71.0,OH,161,2016
"Coeur dAlene, ID",111,200.0,Coeur d'Alene,City of Coeur d'Alene,,"Coeur d'Alene, ID M.S.A.",1129.0,Coeur dAlene,89.0,1,50155,1418,48.0,13.0,ID,173,2016
"College Station, TX",140,342.0,College Station-Bryan,City of College Station,,"College Station-Bryan, TX M.S.A.",1840.0,College Station,108.0,3,110785,2290,52.0,50.0,TX,245,2016
"Bryan, TX",264,511.0,College Station-Bryan,City of Bryan,,"College Station-Bryan, TX M.S.A.",1899.0,Bryan,142.0,1,83286,2552,59.0,96.0,TX,420,2016
